0;0.5;1;1.5;2;2.5;3;3.5;4;4.5;5;5.5;6;6.5;7;7.5;8;8.5;9;9.5;10;
8.49979e-06;1.32591e-05;2.1433e-05;3.6125e-05;6.39959e-05;0.000120413;0.000244081;0.000543695;0.00136986;0.00407929;0.0153846;0.0807062;0.5;0.984615;1;0.984615;0.5;0.0807062;0.0153846;0.00407929;0.00136986;
