0;0.5;1;1.5;2;2.5;3;3.5;4;4.5;5;5.5;6;6.5;7;7.5;8;8.5;9;9.5;10;
0.011109;0.0227942;0.0439369;0.0795595;0.135335;0.216265;0.324652;0.457833;0.606531;0.75484;0.882497;0.969233;1;0.969233;0.882497;0.75484;0.606531;0.457833;0.324652;0.216265;0.135335;
